Year,Origin_Country_Code,Origin_Country,Destination_Country_Code,Destination_Country,Purpose,Duration,Trips
2019,EL,Greece,NL,Netherlands,Total,1 night or over,48959.0
2022,EL,Greece,NL,Netherlands,Total,1 night or over,16346.0
2019,ES,Spain,NL,Netherlands,Total,1 night or over,429043.0
2022,ES,Spain,NL,Netherlands,Total,1 night or over,220652.0
2019,FI,Finland,NL,Netherlands,Total,1 night or over,140198.0
2022,FI,Finland,NL,Netherlands,Total,1 night or over,152586.0
2019,FR,France,NL,Netherlands,Total,1 night or over,915086.0
2022,FR,France,NL,Netherlands,Total,1 night or over,800789.0
2019,HR,Croatia,NL,Netherlands,Total,1 night or over,37543.0
2019,HU,Hungary,NL,Netherlands,Total,1 night or over,122442.0
2022,HU,Hungary,NL,Netherlands,Total,1 night or over,142700.0
2019,IE,Ireland,NL,Netherlands,Total,1 night or over,192810.0
2022,IE,Ireland,NL,Netherlands,Total,1 night or over,212034.0
2019,IT,Italy,NL,Netherlands,Total,1 night or over,510998.0
2019,LT,Lithuania,NL,Netherlands,Total,1 night or over,42007.0
2022,LT,Lithuania,NL,Netherlands,Total,1 night or over,45491.0
2019,LU,Luxembourg,NL,Netherlands,Total,1 night or over,130146.0
2022,LU,Luxembourg,NL,Netherlands,Total,1 night or over,122881.0
2019,MT,Malta,NL,Netherlands,Total,1 night or over,22745.0
2022,MT,Malta,NL,Netherlands,Total,1 night or over,9428.0
2019,NL,Netherlands,NL,Netherlands,Total,1 night or over,24476490.0
2022,NL,Netherlands,NL,Netherlands,Total,1 night or over,21489855.0
2019,PL,Poland,NL,Netherlands,Total,1 night or over,252010.0
2022,PL,Poland,NL,Netherlands,Total,1 night or over,238774.0
2019,PT,Portugal,NL,Netherlands,Total,1 night or over,51680.0
2022,PT,Portugal,NL,Netherlands,Total,1 night or over,70718.0
2019,SE,Sweden,NL,Netherlands,Total,1 night or over,288506.0
2022,SI,Slovenia,NL,Netherlands,Total,1 night or over,19946.0
2019,AT,Austria,NL,Netherlands,Total,4 nights or over,120193.0
2022,AT,Austria,NL,Netherlands,Total,4 nights or over,65077.0
2019,BE,Belgium,NL,Netherlands,Total,4 nights or over,457075.0
2022,BE,Belgium,NL,Netherlands,Total,4 nights or over,418198.0
2019,CH,Switzerland,NL,Netherlands,Total,4 nights or over,106914.0
2019,CY,Cyprus,NL,Netherlands,Total,4 nights or over,37322.0
2019,DE,Germany,NL,Netherlands,Total,4 nights or over,3389067.0
2022,DE,Germany,NL,Netherlands,Total,4 nights or over,3369378.0
2019,DK,Denmark,NL,Netherlands,Total,4 nights or over,113811.0
2019,EL,Greece,NL,Netherlands,Total,4 nights or over,43502.0
2019,ES,Spain,NL,Netherlands,Total,4 nights or over,209318.0
2022,ES,Spain,NL,Netherlands,Total,4 nights or over,127450.0
2019,FI,Finland,NL,Netherlands,Total,4 nights or over,99176.0
2022,FI,Finland,NL,Netherlands,Total,4 nights or over,119894.0
2019,FR,France,NL,Netherlands,Total,4 nights or over,453523.0
2022,FR,France,NL,Netherlands,Total,4 nights or over,356979.0
2019,HU,Hungary,NL,Netherlands,Total,4 nights or over,80927.0
2022,HU,Hungary,NL,Netherlands,Total,4 nights or over,115896.0
2019,IE,Ireland,NL,Netherlands,Total,4 nights or over,88947.0
2019,IT,Italy,NL,Netherlands,Total,4 nights or over,437608.0
2019,LT,Lithuania,NL,Netherlands,Total,4 nights or over,34568.0
2022,LT,Lithuania,NL,Netherlands,Total,4 nights or over,37464.0
2019,LU,Luxembourg,NL,Netherlands,Total,4 nights or over,36794.0
2022,LU,Luxembourg,NL,Netherlands,Total,4 nights or over,50149.0
2019,MT,Malta,NL,Netherlands,Total,4 nights or over,18134.0
2022,MT,Malta,NL,Netherlands,Total,4 nights or over,8435.0
2019,NL,Netherlands,NL,Netherlands,Total,4 nights or over,7465499.0
2022,NL,Netherlands,NL,Netherlands,Total,4 nights or over,6601638.0
2019,PL,Poland,NL,Netherlands,Total,4 nights or over,211812.0
2022,PL,Poland,NL,Netherlands,Total,4 nights or over,194934.0
2019,PT,Portugal,NL,Netherlands,Total,4 nights or over,33270.0
2022,PT,Portugal,NL,Netherlands,Total,4 nights or over,44286.0
2019,DK,Denmark,NO,Norway,Personal reasons,From 1 to 3 nights,113484.0
2019,LT,Lithuania,NO,Norway,Personal reasons,From 1 to 3 nights,11401.0
2022,NL,Netherlands,NO,Norway,Personal reasons,From 1 to 3 nights,30951.0
2019,PL,Poland,NO,Norway,Personal reasons,From 1 to 3 nights,42916.0
2022,PL,Poland,NO,Norway,Personal reasons,From 1 to 3 nights,18254.0
2019,SE,Sweden,NO,Norway,Personal reasons,From 1 to 3 nights,527984.0
2019,AT,Austria,NO,Norway,Personal reasons,1 night or over,50088.0
2022,AT,Austria,NO,Norway,Personal reasons,1 night or over,40354.0
2019,BE,Belgium,NO,Norway,Personal reasons,1 night or over,45798.0
2022,BE,Belgium,NO,Norway,Personal reasons,1 night or over,45499.0
2019,DE,Germany,NO,Norway,Personal reasons,1 night or over,1130315.0
2022,DE,Germany,NO,Norway,Personal reasons,1 night or over,1096962.0
2019,DK,Denmark,NO,Norway,Personal reasons,1 night or over,478661.0
2019,ES,Spain,NO,Norway,Personal reasons,1 night or over,106306.0
2022,ES,Spain,NO,Norway,Personal reasons,1 night or over,78125.0
2019,FI,Finland,NO,Norway,Personal reasons,1 night or over,222176.0
2022,FI,Finland,NO,Norway,Personal reasons,1 night or over,200932.0
2019,FR,France,NO,Norway,Personal reasons,1 night or over,153586.0
2022,FR,France,NO,Norway,Personal reasons,1 night or over,137306.0
2019,HU,Hungary,NO,Norway,Personal reasons,1 night or over,23742.0
2022,HU,Hungary,NO,Norway,Personal reasons,1 night or over,14103.0
2019,LT,Lithuania,NO,Norway,Personal reasons,1 night or over,69146.0
2022,LT,Lithuania,NO,Norway,Personal reasons,1 night or over,59817.0
2022,LV,Latvia,NO,Norway,Personal reasons,1 night or over,35408.0
2019,NL,Netherlands,NO,Norway,Personal reasons,1 night or over,200749.0
2022,NL,Netherlands,NO,Norway,Personal reasons,1 night or over,303861.0
2019,PL,Poland,NO,Norway,Personal reasons,1 night or over,261213.0
2022,PL,Poland,NO,Norway,Personal reasons,1 night or over,202829.0
2019,SE,Sweden,NO,Norway,Personal reasons,1 night or over,1121665.0
2022,AT,Austria,NO,Norway,Personal reasons,4 nights or over,40354.0
2019,BE,Belgium,NO,Norway,Personal reasons,4 nights or over,39912.0
2022,BE,Belgium,NO,Norway,Personal reasons,4 nights or over,45499.0
2019,DE,Germany,NO,Norway,Personal reasons,4 nights or over,909168.0
2022,DE,Germany,NO,Norway,Personal reasons,4 nights or over,989624.0
2019,DK,Denmark,NO,Norway,Personal reasons,4 nights or over,365178.0
2019,ES,Spain,NO,Norway,Personal reasons,4 nights or over,104493.0
2022,ES,Spain,NO,Norway,Personal reasons,4 nights or over,75948.0
2019,FI,Finland,NO,Norway,Personal reasons,4 nights or over,185186.0
2022,FI,Finland,NO,Norway,Personal reasons,4 nights or over,190371.0
2019,FR,France,NO,Norway,Personal reasons,4 nights or over,153586.0
2022,FR,France,NO,Norway,Personal reasons,4 nights or over,133730.0
2019,HU,Hungary,NO,Norway,Personal reasons,4 nights or over,22165.0
2019,LT,Lithuania,NO,Norway,Personal reasons,4 nights or over,57744.0
2022,LT,Lithuania,NO,Norway,Personal reasons,4 nights or over,56661.0
2022,LV,Latvia,NO,Norway,Personal reasons,4 nights or over,26869.0
2019,NL,Netherlands,NO,Norway,Personal reasons,4 nights or over,178104.0
2022,NL,Netherlands,NO,Norway,Personal reasons,4 nights or over,272909.0
2019,PL,Poland,NO,Norway,Personal reasons,4 nights or over,218297.0
2022,PL,Poland,NO,Norway,Personal reasons,4 nights or over,184575.0
2019,SE,Sweden,NO,Norway,Personal reasons,4 nights or over,593682.0
2019,DK,Denmark,NO,Norway,"Professional, business",From 1 to 3 nights,101628.0
2019,LT,Lithuania,NO,Norway,"Professional, business",From 1 to 3 nights,10276.0
2022,LT,Lithuania,NO,Norway,"Professional, business",From 1 to 3 nights,5353.0
2019,SE,Sweden,NO,Norway,"Professional, business",From 1 to 3 nights,254355.0
2019,DK,Denmark,NO,Norway,"Professional, business",1 night or over,155064.0
2022,HU,Hungary,NO,Norway,"Professional, business",1 night or over,9193.0
2019,LT,Lithuania,NO,Norway,"Professional, business",1 night or over,32179.0
2022,LT,Lithuania,NO,Norway,"Professional, business",1 night or over,41562.0
2019,PL,Poland,NO,Norway,"Professional, business",1 night or over,37197.0
2022,PL,Poland,NO,Norway,"Professional, business",1 night or over,34147.0
2019,SE,Sweden,NO,Norway,"Professional, business",1 night or over,347254.0
2019,LT,Lithuania,NO,Norway,"Professional, business",4 nights or over,21903.0
2022,LT,Lithuania,NO,Norway,"Professional, business",4 nights or over,36210.0
2019,PL,Poland,NO,Norway,"Professional, business",4 nights or over,27345.0
2022,PL,Poland,NO,Norway,"Professional, business",4 nights or over,30546.0
2019,DK,Denmark,NO,Norway,Total,From 1 to 3 nights,215112.0
2019,LT,Lithuania,NO,Norway,Total,From 1 to 3 nights,21677.0
2022,LT,Lithuania,NO,Norway,Total,From 1 to 3 nights,8509.0
2022,NL,Netherlands,NO,Norway,Total,From 1 to 3 nights,37252.0
2019,PL,Poland,NO,Norway,Total,From 1 to 3 nights,52767.0
2022,PL,Poland,NO,Norway,Total,From 1 to 3 nights,21856.0
2019,SE,Sweden,NO,Norway,Total,From 1 to 3 nights,782339.0
2019,AT,Austria,NO,Norway,Total,1 night or over,50088.0
2022,AT,Austria,NO,Norway,Total,1 night or over,48436.0
2019,BE,Belgium,NO,Norway,Total,1 night or over,51354.0
2022,BE,Belgium,NO,Norway,Total,1 night or over,58628.0
2019,DE,Germany,NO,Norway,Total,1 night or over,1167860.0
2022,DE,Germany,NO,Norway,Total,1 night or over,1096962.0
2019,DK,Denmark,NO,Norway,Total,1 night or over,633725.0
2019,EE,Estonia,NO,Norway,Total,1 night or over,21228.0
2022,EE,Estonia,NO,Norway,Total,1 night or over,18297.0
2019,ES,Spain,NO,Norway,Total,1 night or over,118654.0
2022,ES,Spain,NO,Norway,Total,1 night or over,83496.0
2019,FI,Finland,NO,Norway,Total,1 night or over,289618.0
2022,FI,Finland,NO,Norway,Total,1 night or over,256215.0
2019,FR,France,NO,Norway,Total,1 night or over,164884.0
2022,FR,France,NO,Norway,Total,1 night or over,146023.0
2019,HU,Hungary,NO,Norway,Total,1 night or over,24183.0
2022,HU,Hungary,NO,Norway,Total,1 night or over,23296.0
2019,LT,Lithuania,NO,Norway,Total,1 night or over,101325.0
2022,LT,Lithuania,NO,Norway,Total,1 night or over,101380.0
2022,LV,Latvia,NO,Norway,Total,1 night or over,40933.0
2019,NL,Netherlands,NO,Norway,Total,1 night or over,209748.0
2022,NL,Netherlands,NO,Norway,Total,1 night or over,321745.0
2019,PL,Poland,NO,Norway,Total,1 night or over,298410.0
2022,PL,Poland,NO,Norway,Total,1 night or over,236976.0
2019,SE,Sweden,NO,Norway,Total,1 night or over,1468919.0
2022,AT,Austria,NO,Norway,Total,4 nights or over,42210.0
2019,BE,Belgium,NO,Norway,Total,4 nights or over,44247.0
2022,BE,Belgium,NO,Norway,Total,4 nights or over,49675.0
2019,DE,Germany,NO,Norway,Total,4 nights or over,909168.0
2022,DE,Germany,NO,Norway,Total,4 nights or over,989624.0
2019,DK,Denmark,NO,Norway,Total,4 nights or over,418613.0
2019,ES,Spain,NO,Norway,Total,4 nights or over,106294.0
2022,ES,Spain,NO,Norway,Total,4 nights or over,79314.0
2019,FI,Finland,NO,Norway,Total,4 nights or over,206595.0
2022,FI,Finland,NO,Norway,Total,4 nights or over,222508.0
2019,FR,France,NO,Norway,Total,4 nights or over,161116.0
2022,FR,France,NO,Norway,Total,4 nights or over,142447.0
2019,HU,Hungary,NO,Norway,Total,4 nights or over,22165.0
2022,HU,Hungary,NO,Norway,Total,4 nights or over,18044.0
2019,LT,Lithuania,NO,Norway,Total,4 nights or over,79647.0
2022,LT,Lithuania,NO,Norway,Total,4 nights or over,92870.0
2022,LV,Latvia,NO,Norway,Total,4 nights or over,28807.0
2019,NL,Netherlands,NO,Norway,Total,4 nights or over,183092.0
2022,NL,Netherlands,NO,Norway,Total,4 nights or over,284493.0
2019,PL,Poland,NO,Norway,Total,4 nights or over,245642.0
2022,PL,Poland,NO,Norway,Total,4 nights or over,215121.0
2019,SE,Sweden,NO,Norway,Total,4 nights or over,686580.0
2022,AT,Austria,PL,Poland,Personal reasons,From 1 to 3 nights,89927.0
2019,BE,Belgium,PL,Poland,Personal reasons,From 1 to 3 nights,52013.0
2019,CZ,Czechia,PL,Poland,Personal reasons,From 1 to 3 nights,141291.0
2022,CZ,Czechia,PL,Poland,Personal reasons,From 1 to 3 nights,200313.0
2019,DE,Germany,PL,Poland,Personal reasons,From 1 to 3 nights,879337.0
2022,DE,Germany,PL,Poland,Personal reasons,From 1 to 3 nights,796409.0
2019,HU,Hungary,PL,Poland,Personal reasons,From 1 to 3 nights,57862.0
2022,HU,Hungary,PL,Poland,Personal reasons,From 1 to 3 nights,72243.0
2019,IE,Ireland,PL,Poland,Personal reasons,From 1 to 3 nights,27297.0
2019,LT,Lithuania,PL,Poland,Personal reasons,From 1 to 3 nights,93320.0
2022,LT,Lithuania,PL,Poland,Personal reasons,From 1 to 3 nights,68760.0
2022,NL,Netherlands,PL,Poland,Personal reasons,From 1 to 3 nights,37987.0
2019,PL,Poland,PL,Poland,Personal reasons,From 1 to 3 nights,28717731.0
2022,PL,Poland,PL,Poland,Personal reasons,From 1 to 3 nights,28760173.0
2019,SE,Sweden,PL,Poland,Personal reasons,From 1 to 3 nights,87958.0
2019,SK,Slovakia,PL,Poland,Personal reasons,From 1 to 3 nights,62191.0
2022,SK,Slovakia,PL,Poland,Personal reasons,From 1 to 3 nights,113862.0
2019,AT,Austria,PL,Poland,Personal reasons,1 night or over,134114.0
2022,AT,Austria,PL,Poland,Personal reasons,1 night or over,176825.0
2019,BE,Belgium,PL,Poland,Personal reasons,1 night or over,126867.0
2022,BE,Belgium,PL,Poland,Personal reasons,1 night or over,128050.0
2019,CZ,Czechia,PL,Poland,Personal reasons,1 night or over,290547.0
2022,CZ,Czechia,PL,Poland,Personal reasons,1 night or over,416857.0
2019,DE,Germany,PL,Poland,Personal reasons,1 night or over,2664285.0
2022,DE,Germany,PL,Poland,Personal reasons,1 night or over,2489082.0
2019,DK,Denmark,PL,Poland,Personal reasons,1 night or over,153593.0
2019,EE,Estonia,PL,Poland,Personal reasons,1 night or over,24685.0
2022,EE,Estonia,PL,Poland,Personal reasons,1 night or over,16461.0
2019,EL,Greece,PL,Poland,Personal reasons,1 night or over,20969.0
2019,ES,Spain,PL,Poland,Personal reasons,1 night or over,141465.0
2022,ES,Spain,PL,Poland,Personal reasons,1 night or over,87571.0
2019,FI,Finland,PL,Poland,Personal reasons,1 night or over,162885.0
2022,FI,Finland,PL,Poland,Personal reasons,1 night or over,91861.0
2019,FR,France,PL,Poland,Personal reasons,1 night or over,273430.0
2022,FR,France,PL,Poland,Personal reasons,1 night or over,166908.0
2019,HU,Hungary,PL,Poland,Personal reasons,1 night or over,141910.0
2022,HU,Hungary,PL,Poland,Personal reasons,1 night or over,120493.0
2019,IE,Ireland,PL,Poland,Personal reasons,1 night or over,128144.0
2022,IE,Ireland,PL,Poland,Personal reasons,1 night or over,152932.0
2019,LT,Lithuania,PL,Poland,Personal reasons,1 night or over,150800.0
2022,LT,Lithuania,PL,Poland,Personal reasons,1 night or over,137061.0
2019,LU,Luxembourg,PL,Poland,Personal reasons,1 night or over,10918.0
2022,LU,Luxembourg,PL,Poland,Personal reasons,1 night or over,18108.0
2019,LV,Latvia,PL,Poland,Personal reasons,1 night or over,32026.0
2022,LV,Latvia,PL,Poland,Personal reasons,1 night or over,42771.0
2019,MT,Malta,PL,Poland,Personal reasons,1 night or over,15379.0
2022,MT,Malta,PL,Poland,Personal reasons,1 night or over,15436.0
2019,NL,Netherlands,PL,Poland,Personal reasons,1 night or over,286780.0
2022,NL,Netherlands,PL,Poland,Personal reasons,1 night or over,129616.0
2019,PL,Poland,PL,Poland,Personal reasons,1 night or over,48286746.0
2022,PL,Poland,PL,Poland,Personal reasons,1 night or over,49956185.0
2019,PT,Portugal,PL,Poland,Personal reasons,1 night or over,33351.0
2019,SE,Sweden,PL,Poland,Personal reasons,1 night or over,347770.0
2022,SE,Sweden,PL,Poland,Personal reasons,1 night or over,727955.0
2019,SK,Slovakia,PL,Poland,Personal reasons,1 night or over,79946.0
2022,SK,Slovakia,PL,Poland,Personal reasons,1 night or over,156950.0
2019,AT,Austria,PL,Poland,Personal reasons,4 nights or over,87170.0
2022,AT,Austria,PL,Poland,Personal reasons,4 nights or over,86899.0
2019,BE,Belgium,PL,Poland,Personal reasons,4 nights or over,74854.0
2022,BE,Belgium,PL,Poland,Personal reasons,4 nights or over,100639.0
2019,CZ,Czechia,PL,Poland,Personal reasons,4 nights or over,149256.0
2022,CZ,Czechia,PL,Poland,Personal reasons,4 nights or over,216544.0
2019,DE,Germany,PL,Poland,Personal reasons,4 nights or over,1784948.0
2022,DE,Germany,PL,Poland,Personal reasons,4 nights or over,1692673.0
2019,DK,Denmark,PL,Poland,Personal reasons,4 nights or over,108766.0
2019,EL,Greece,PL,Poland,Personal reasons,4 nights or over,17762.0
2019,ES,Spain,PL,Poland,Personal reasons,4 nights or over,120168.0
2019,FI,Finland,PL,Poland,Personal reasons,4 nights or over,149188.0
2019,FR,France,PL,Poland,Personal reasons,4 nights or over,225448.0
2019,HU,Hungary,PL,Poland,Personal reasons,4 nights or over,84048.0
2022,HU,Hungary,PL,Poland,Personal reasons,4 nights or over,48250.0
2019,IE,Ireland,PL,Poland,Personal reasons,4 nights or over,100847.0
2022,IE,Ireland,PL,Poland,Personal reasons,4 nights or over,121838.0
2019,LT,Lithuania,PL,Poland,Personal reasons,4 nights or over,57480.0
2022,LT,Lithuania,PL,Poland,Personal reasons,4 nights or over,68301.0
2019,LU,Luxembourg,PL,Poland,Personal reasons,4 nights or over,9053.0
2022,LU,Luxembourg,PL,Poland,Personal reasons,4 nights or over,14176.0
2019,MT,Malta,PL,Poland,Personal reasons,4 nights or over,14734.0
2022,MT,Malta,PL,Poland,Personal reasons,4 nights or over,13616.0
2019,NL,Netherlands,PL,Poland,Personal reasons,4 nights or over,219494.0
2022,NL,Netherlands,PL,Poland,Personal reasons,4 nights or over,91628.0
2019,PL,Poland,PL,Poland,Personal reasons,4 nights or over,19569016.0
2022,PL,Poland,PL,Poland,Personal reasons,4 nights or over,21196012.0
2019,PT,Portugal,PL,Poland,Personal reasons,4 nights or over,23006.0
2019,SE,Sweden,PL,Poland,Personal reasons,4 nights or over,259813.0
2019,HU,Hungary,PL,Poland,"Professional, business",From 1 to 3 nights,27303.0
2022,HU,Hungary,PL,Poland,"Professional, business",From 1 to 3 nights,20680.0
2019,LT,Lithuania,PL,Poland,"Professional, business",From 1 to 3 nights,19536.0
2022,LT,Lithuania,PL,Poland,"Professional, business",From 1 to 3 nights,28392.0
2022,NL,Netherlands,PL,Poland,"Professional, business",From 1 to 3 nights,32524.0
2019,PL,Poland,PL,Poland,"Professional, business",From 1 to 3 nights,1269626.0
2022,PL,Poland,PL,Poland,"Professional, business",From 1 to 3 nights,1248138.0
2019,HU,Hungary,PL,Poland,"Professional, business",1 night or over,29889.0
2022,HU,Hungary,PL,Poland,"Professional, business",1 night or over,55627.0
2019,LT,Lithuania,PL,Poland,"Professional, business",1 night or over,27128.0
2022,LT,Lithuania,PL,Poland,"Professional, business",1 night or over,43473.0
2022,NL,Netherlands,PL,Poland,"Professional, business",1 night or over,51423.0
2019,PL,Poland,PL,Poland,"Professional, business",1 night or over,1731488.0
2022,PL,Poland,PL,Poland,"Professional, business",1 night or over,1745648.0
2019,SE,Sweden,PL,Poland,"Professional, business",1 night or over,117564.0
2022,HU,Hungary,PL,Poland,"Professional, business",4 nights or over,34947.0
2019,LT,Lithuania,PL,Poland,"Professional, business",4 nights or over,7591.0
2022,LT,Lithuania,PL,Poland,"Professional, business",4 nights or over,15082.0
2022,NL,Netherlands,PL,Poland,"Professional, business",4 nights or over,18900.0
2019,PL,Poland,PL,Poland,"Professional, business",4 nights or over,461862.0
2022,PL,Poland,PL,Poland,"Professional, business",4 nights or over,497510.0
2019,AT,Austria,PL,Poland,Total,From 1 to 3 nights,62952.0
2022,AT,Austria,PL,Poland,Total,From 1 to 3 nights,99207.0
2019,BE,Belgium,PL,Poland,Total,From 1 to 3 nights,62429.0
2019,CZ,Czechia,PL,Poland,Total,From 1 to 3 nights,183168.0
2022,CZ,Czechia,PL,Poland,Total,From 1 to 3 nights,208784.0
2019,DE,Germany,PL,Poland,Total,From 1 to 3 nights,1035205.0
2022,DE,Germany,PL,Poland,Total,From 1 to 3 nights,958509.0
2019,HU,Hungary,PL,Poland,Total,From 1 to 3 nights,85165.0
2022,HU,Hungary,PL,Poland,Total,From 1 to 3 nights,92923.0
2019,IE,Ireland,PL,Poland,Total,From 1 to 3 nights,31948.0
2019,LT,Lithuania,PL,Poland,Total,From 1 to 3 nights,112857.0
2022,LT,Lithuania,PL,Poland,Total,From 1 to 3 nights,97151.0
2022,LU,Luxembourg,PL,Poland,Total,From 1 to 3 nights,6369.0
2022,LV,Latvia,PL,Poland,Total,From 1 to 3 nights,31343.0
2019,NL,Netherlands,PL,Poland,Total,From 1 to 3 nights,84984.0
2022,NL,Netherlands,PL,Poland,Total,From 1 to 3 nights,70511.0
2019,PL,Poland,PL,Poland,Total,From 1 to 3 nights,29987356.0
2022,PL,Poland,PL,Poland,Total,From 1 to 3 nights,30008311.0
2019,SE,Sweden,PL,Poland,Total,From 1 to 3 nights,173178.0
2019,SK,Slovakia,PL,Poland,Total,From 1 to 3 nights,101825.0
2022,SK,Slovakia,PL,Poland,Total,From 1 to 3 nights,123175.0
2019,AT,Austria,PL,Poland,Total,1 night or over,158730.0
2022,AT,Austria,PL,Poland,Total,1 night or over,199398.0
2019,BE,Belgium,PL,Poland,Total,1 night or over,151597.0
2022,BE,Belgium,PL,Poland,Total,1 night or over,150068.0
2019,CZ,Czechia,PL,Poland,Total,1 night or over,332424.0
2022,CZ,Czechia,PL,Poland,Total,1 night or over,433184.0
2019,DE,Germany,PL,Poland,Total,1 night or over,3126133.0
2022,DE,Germany,PL,Poland,Total,1 night or over,2770018.0
2019,DK,Denmark,PL,Poland,Total,1 night or over,166286.0
2019,EE,Estonia,PL,Poland,Total,1 night or over,37413.0
2022,EE,Estonia,PL,Poland,Total,1 night or over,25590.0
2019,EL,Greece,PL,Poland,Total,1 night or over,21974.0
2019,ES,Spain,PL,Poland,Total,1 night or over,162868.0
2022,ES,Spain,PL,Poland,Total,1 night or over,120143.0
2019,FI,Finland,PL,Poland,Total,1 night or over,191807.0
2022,FI,Finland,PL,Poland,Total,1 night or over,108616.0
2019,FR,France,PL,Poland,Total,1 night or over,311202.0
2022,FR,France,PL,Poland,Total,1 night or over,246089.0
2019,HU,Hungary,PL,Poland,Total,1 night or over,171799.0
2022,HU,Hungary,PL,Poland,Total,1 night or over,176120.0
2019,IE,Ireland,PL,Poland,Total,1 night or over,139272.0
2022,IE,Ireland,PL,Poland,Total,1 night or over,159123.0
2019,LT,Lithuania,PL,Poland,Total,1 night or over,177928.0
2022,LT,Lithuania,PL,Poland,Total,1 night or over,180534.0
2019,LU,Luxembourg,PL,Poland,Total,1 night or over,13654.0
2022,LU,Luxembourg,PL,Poland,Total,1 night or over,22964.0
2019,LV,Latvia,PL,Poland,Total,1 night or over,41369.0
2022,LV,Latvia,PL,Poland,Total,1 night or over,56263.0
2019,MT,Malta,PL,Poland,Total,1 night or over,17557.0
2022,MT,Malta,PL,Poland,Total,1 night or over,16771.0
2019,NL,Netherlands,PL,Poland,Total,1 night or over,304479.0
2022,NL,Netherlands,PL,Poland,Total,1 night or over,181039.0
2019,PL,Poland,PL,Poland,Total,1 night or over,50018234.0
2022,PL,Poland,PL,Poland,Total,1 night or over,51701833.0
2019,PT,Portugal,PL,Poland,Total,1 night or over,52050.0
2019,SE,Sweden,PL,Poland,Total,1 night or over,465335.0
2022,SE,Sweden,PL,Poland,Total,1 night or over,743013.0
2019,SK,Slovakia,PL,Poland,Total,1 night or over,128844.0
2022,SK,Slovakia,PL,Poland,Total,1 night or over,166263.0
2019,AT,Austria,PL,Poland,Total,4 nights or over,95779.0
2022,AT,Austria,PL,Poland,Total,4 nights or over,100191.0
2019,BE,Belgium,PL,Poland,Total,4 nights or over,89167.0
2022,BE,Belgium,PL,Poland,Total,4 nights or over,108228.0
2019,CZ,Czechia,PL,Poland,Total,4 nights or over,149256.0
2022,CZ,Czechia,PL,Poland,Total,4 nights or over,224400.0
2019,DE,Germany,PL,Poland,Total,4 nights or over,2090928.0
2022,DE,Germany,PL,Poland,Total,4 nights or over,1811509.0
2019,DK,Denmark,PL,Poland,Total,4 nights or over,114074.0
2019,EL,Greece,PL,Poland,Total,4 nights or over,18767.0
2019,ES,Spain,PL,Poland,Total,4 nights or over,130609.0
2022,ES,Spain,PL,Poland,Total,4 nights or over,67636.0
2019,FI,Finland,PL,Poland,Total,4 nights or over,158164.0
2022,FI,Finland,PL,Poland,Total,4 nights or over,77288.0
2019,FR,France,PL,Poland,Total,4 nights or over,242802.0
2022,FR,France,PL,Poland,Total,4 nights or over,112448.0
2019,HU,Hungary,PL,Poland,Total,4 nights or over,86634.0
2022,HU,Hungary,PL,Poland,Total,4 nights or over,83197.0
2019,IE,Ireland,PL,Poland,Total,4 nights or over,107324.0
2022,IE,Ireland,PL,Poland,Total,4 nights or over,124871.0
2019,LT,Lithuania,PL,Poland,Total,4 nights or over,65071.0
2022,LT,Lithuania,PL,Poland,Total,4 nights or over,83383.0
2019,LU,Luxembourg,PL,Poland,Total,4 nights or over,11268.0
2022,LU,Luxembourg,PL,Poland,Total,4 nights or over,16595.0
2022,LV,Latvia,PL,Poland,Total,4 nights or over,24920.0
2019,MT,Malta,PL,Poland,Total,4 nights or over,15709.0
2022,MT,Malta,PL,Poland,Total,4 nights or over,14674.0
2019,NL,Netherlands,PL,Poland,Total,4 nights or over,219494.0
2022,NL,Netherlands,PL,Poland,Total,4 nights or over,110528.0
2019,PL,Poland,PL,Poland,Total,4 nights or over,20030878.0
2022,PL,Poland,PL,Poland,Total,4 nights or over,21693522.0
2019,PT,Portugal,PL,Poland,Total,4 nights or over,34177.0
2019,SE,Sweden,PL,Poland,Total,4 nights or over,292157.0
2019,ES,Spain,PT,Portugal,Personal reasons,From 1 to 3 nights,1042912.0
2022,ES,Spain,PT,Portugal,Personal reasons,From 1 to 3 nights,841457.0
2019,FR,France,PT,Portugal,Personal reasons,From 1 to 3 nights,215713.0
2022,FR,France,PT,Portugal,Personal reasons,From 1 to 3 nights,297503.0
2019,IE,Ireland,PT,Portugal,Personal reasons,From 1 to 3 nights,66490.0
2019,LU,Luxembourg,PT,Portugal,Personal reasons,From 1 to 3 nights,30722.0
2022,LU,Luxembourg,PT,Portugal,Personal reasons,From 1 to 3 nights,36618.0
2019,NL,Netherlands,PT,Portugal,Personal reasons,From 1 to 3 nights,78727.0
2022,NL,Netherlands,PT,Portugal,Personal reasons,From 1 to 3 nights,79098.0
2019,PT,Portugal,PT,Portugal,Personal reasons,From 1 to 3 nights,12160278.0
2022,PT,Portugal,PT,Portugal,Personal reasons,From 1 to 3 nights,11293061.0
2019,AL,Albania,PT,Portugal,Personal reasons,1 night or over,13232.0
2019,AT,Austria,PT,Portugal,Personal reasons,1 night or over,125143.0
2022,AT,Austria,PT,Portugal,Personal reasons,1 night or over,128951.0
2019,BE,Belgium,PT,Portugal,Personal reasons,1 night or over,320529.0
